Subject Code,Section,Course Title,Units,Time,Room,Instructor,Max No,Lang,Level,Free Slots,Remarks,S,P
MTHED 280.1,Z1,SPECIAL TOPICS IN MATHEMATICS EDUCATION,3,"D 0000-0000
(ONSITE)",SEC-A210A,"HAO, Lester",12,ENG,G,11,-,N,N
MTHED 290.4,A,SEMINAR ON TECHNOLOGY IN MATHEMATICS EDUCATION,3,"D 0800-0930
(ONSITE)",SEC-A304A,"TABARES, WINFER C.",12,ENG,G,11,-,N,N
MTHED 296,COMP,COMPREHENSIVE EXAMINATION,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
MTHED 298.1,CAPS,PRACTICUM I,3,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
MTHED 298.2,CAPS,PRACTICUM II,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
MTHED 298,CAPS,PRACTICUM I,3,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
MTHED 299.1,THES/DISS,THESIS I,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,46,-,N,N
MTHED 299.2,THES/DISS,THESIS II,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,48,-,N,N
MTHED 299.4,ODEF,ORAL DEFENSE,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,48,-,N,N
MTHED 299.5,RESID,RESIDENCY,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
MTHED 299.6,SUB-A,FINAL PAPER SUBMISSION,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
MTHED 299.7,SUB-B,FINAL PAPER SUBMISSION,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
MTHED 392.1,Z1,RESEARCH IN MATHEMATICS EDUCATION I,6,"TBA
(~)",TBA,"GUZON, ANGELA FATIMA H.",12,ENG,G,10,*TUTORIAL,N,N
MTHED 392.1,Z3,RESEARCH IN MATHEMATICS EDUCATION I,6,"TBA
(~)",TBA,"ABERIN, MARIA ALVA Q.",5,ENG,G,4,-,N,N
MTHED 392.3,Z1,RESEARCH IN MATHEMATICS EDUCATION III,9,"TBA
(~)",TBA,"GUZON, ANGELA FATIMA H.",12,ENG,G,11,-,N,N
MTHED 396,COMP,COMPREHENSIVE EXAMINATIONS,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
MTHED 399.1,THES/DISS,DISSERTATION I,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
MTHED 399.2,THES/DISS,DISSERTATION II,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,47,-,N,N
MTHED 399.4,ODEF,ORAL DEFENSE,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
MTHED 399.5,RESID,RESIDENCY,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,47,-,N,N
MTHED 399.5,Z1,RESIDENCY,0,"TBA
(~)",TBA,"TBA, -",12,ENG,G,10,-,N,N
MTHED 399.6,SUB-A,FINAL PAPER SUBMISSION,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
MTHED 399.7,SUB-B,FINAL PAPER SUBMISSION,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
FRE 11,A,BASIC FRENCH 1 LANGUAGE AND CULTURE,3,"D 0800-0930
(ONSITE)",BEL 211,"FAYLONA, DORIS T.",16,~,U,13,-,N,N
FRE 11,A1,BASIC FRENCH 1 LANGUAGE AND CULTURE,3,"D 0800-0930
(ONSITE)",BEL-210,"YU, ROBERT JOHN C.",16,~,U,0,-,N,N
FRE 11,B,BASIC FRENCH 1 LANGUAGE AND CULTURE,3,"D 0930-1100
(ONSITE)",BEL 211,"FAYLONA, DORIS T.",16,~,U,1,-,N,N
FRE 11,B1,BASIC FRENCH 1 LANGUAGE AND CULTURE,3,"D 0930-1100
(ONSITE)",BEL-210,"YU, ROBERT JOHN C.",16,~,U,0,-,N,N
FRE 11,C,BASIC FRENCH 1 LANGUAGE AND CULTURE,3,"D 1100-1230
(ONSITE)",F-115,"VERA CRUZ, JOSE TEODORO C.",16,~,U,-1,-,N,N
FRE 11,D,BASIC FRENCH 1 LANGUAGE AND CULTURE,3,"D 1230-1400
(ONSITE)",F-115,"VERA CRUZ, JOSE TEODORO C.",16,~,U,0,-,N,N
GER 11,A,BASIC GERMAN 1 LANGUAGE AND CULTURE,3,"D 0800-0930
(ONSITE)",BEL-103C,"JOSE, JACKIE LOU L.",16,~,U,0,-,N,N
GER 11,B,BASIC GERMAN 1 LANGUAGE AND CULTURE,3,"D 0930-1100
(ONSITE)",BEL-103C,"JOSE, JACKIE LOU L.",16,~,U,0,-,N,N
GER 11,C,BASIC GERMAN 1 LANGUAGE AND CULTURE,3,"D 1100-1230
(ONSITE)",BEL-103C,"SORIANO, BAYANI M.",16,~,U,0,-,N,N
GER 11,D,BASIC GERMAN 1 LANGUAGE AND CULTURE,3,"D 1230-1400
(ONSITE)",BEL-103C,"SORIANO, BAYANI M.",16,~,U,0,-,N,N
ITA 11,E,BASIC ITALIAN 1 LANGUAGE AND CULTURE,3,"D 1400-1530
(ONSITE)",BEL-210,"BAUTISTA, CARMINA MA. VERONICA L.",16,~,U,0,ALL SLOTS FOR BFA TA MAJORS. ALL SLOTS FOR SOSS STUDENTS. ALL SLOTS FOR SOSE STUDENTS. ALL SLOTS FOR SOM STUDENTS. ALL SLOTS FOR AB AM MAJORS. ALL SLOTS FOR AB LIT(ENG) MAJORS. ALL SLOTS FOR AB LIT(FIL) MAJORS. ALL SLOTS FOR AB PanFil MAJORS. ALL SLOTS FOR BFA CW MAJORS. ALL SLOTS FOR BFA ID MAJORS. ALL SLOTS FOR BFA TA MAJORS. ALL SLOTS FOR AB PH MAJORS.,N,N
ITA 11,F,BASIC ITALIAN 1 LANGUAGE AND CULTURE,3,"D 1530-1700
(ONSITE)",BEL-210,"BAUTISTA, CARMINA MA. VERONICA L.",16,~,U,0,ALL SLOTS FOR SOSE STUDENTS. ALL SLOTS FOR SOM STUDENTS. ALL SLOTS FOR SOSS STUDENTS. ALL SLOTS FOR AB AM MAJORS. ALL SLOTS FOR BFA AM MAJORS. ALL SLOTS FOR BFA CW MAJORS. ALL SLOTS FOR BFA ID MAJORS. ALL SLOTS FOR BFA TA MAJORS. ALL SLOTS FOR AB LIT(ENG) MAJORS. ALL SLOTS FOR AB LIT(FIL) MAJORS. ALL SLOTS FOR AB PH MAJORS. ALL SLOTS FOR AB PanFil MAJORS.,N,N
RUSS 11,E,BASIC RUSSIAN 1 LANGUAGE AND CULTURE,3,"D 1400-1530
(ONSITE)",BEL 211,"VILLAR, JR., FRANCISCO R.",16,~,U,2,ALL SLOTS FOR SOM STUDENTS. ALL SLOTS FOR SOSE STUDENTS. ALL SLOTS FOR SOSS STUDENTS. ALL SLOTS FOR AB AM MAJORS. ALL SLOTS FOR BFA AM MAJORS. ALL SLOTS FOR BFA CW MAJORS. ALL SLOTS FOR BFA ID MAJORS. ALL SLOTS FOR BFA TA MAJORS. ALL SLOTS FOR AB LIT(ENG) MAJORS. ALL SLOTS FOR AB LIT(FIL) MAJORS. ALL SLOTS FOR AB PH MAJORS. ALL SLOTS FOR AB PanFil MAJORS.,N,N
RUSS 11,F,BASIC RUSSIAN 1 LANGUAGE AND CULTURE,3,"D 1530-1700
(ONSITE)",BEL 211,"VILLAR, JR., FRANCISCO R.",16,~,U,10,ALL SLOTS FOR SOM STUDENTS. ALL SLOTS FOR SOSE STUDENTS. ALL SLOTS FOR SOSS STUDENTS. ALL SLOTS FOR AB AM MAJORS. ALL SLOTS FOR BFA AM MAJORS. ALL SLOTS FOR BFA CW MAJORS. ALL SLOTS FOR BFA ID MAJORS. ALL SLOTS FOR BFA TA MAJORS. ALL SLOTS FOR AB LIT(ENG) MAJORS. ALL SLOTS FOR AB LIT(FIL) MAJORS. ALL SLOTS FOR AB PH MAJORS. ALL SLOTS FOR AB PanFil MAJORS.,N,N
SPA 11,C,BASIC SPANISH 1 LANGUAGE AND CULTURE,3,"D 1100-1230
(ONSITE)",BEL 211,"CAPILI, PATRICK MICHAEL L.",17,~,U,0,-,N,N
SPA 11,C1,BASIC SPANISH 1 LANGUAGE AND CULTURE,3,"D 1100-1230
(ONSITE)",BEL-210,"YOUNG, MARIA LUISA P.",16,~,U,0,-,N,N
SPA 11,D,BASIC SPANISH 1 LANGUAGE AND CULTURE,3,"D 1230-1400
(ONSITE)",BEL 211,"CAPILI, PATRICK MICHAEL L.",17,~,U,1,1 SLOT(S) FOR GRAD SCHOOL CROSS-REG MAJORS.,N,N
SPA 11,D2,BASIC SPANISH 1 LANGUAGE AND CULTURE,3,"D 1230-1400
(ONSITE)",BEL-210,"YOUNG, MARIA LUISA P.",16,~,U,0,-,N,N
SPA 11,E,BASIC SPANISH 1 LANGUAGE AND CULTURE,3,"D 1400-1530
(ONSITE)",F-115,"AQUINO, HEIDE V.",16,~,U,0,-,N,N
SPA 11,F,BASIC SPANISH 1 LANGUAGE AND CULTURE,3,"D 1530-1700
(ONSITE)",F-115,"AQUINO, HEIDE V.",16,~,U,0,-,N,N
PHILO 12,J,PHILOSOPHY OF RELIGION,3,"M-W-F 1030-1300
(ONSITE)",BEL-103B,"STREBEL, WILHELM PATRICK J. S.",30,FIL,U,29,-,N,N
PHILO 281,LM,PHILOSOPHICAL PERSPECTIVES,3,"M 1700-2000; W 1700-2130
(ONSITE)",PH DEPT; PH DEPT,"CLEMENTE, NOEL L., PALACIOS, ROWENA ANTHEA A.",15,ENG,G,13,-,N,N
PHILO 296,COMP,COMPREHENSIVE EXAMINATIONS,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
PHILO 299.1,THES/DISS,THESIS I,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,49,-,N,N
PHILO 299.2,THES/DISS,THESIS II,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,49,-,N,N
PHILO 299.4,ODEF,ORAL DEFENSE,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
PHILO 299.5,RESID,RESIDENCY,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
PHILO 299.6,SUB-A,FINAL PAPER SUBMISSION (MASTERS),0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
PHILO 299.7,SUB-B,FINAL PAPER SUBMISSION (MASTERS),0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
PHILO 381.3,LM,PHILOSOPHICAL FOUNDATIONS OF EDUCATION,3,"M 1700-2000; W 1700-2130
(ONSITE)",PH DEPT; PH DEPT,"CLEMENTE, NOEL L., PALACIOS, ROWENA ANTHEA A.",15,ENG,G,11,-,N,N
PHILO 396,COMP,COMPREHENSIVE EXAMINATIONS,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
PHILO 399.1,THES/DISS,DISSERTATION I,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
PHILO 399.2,THES/DISS,DISSERTATION II,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
PHILO 399.4,ODEF,ORAL DEFENSE,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
PHILO 399.5,RESID,RESIDENCY,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
PHILO 399.6,SUB-A,FINAL PAPER SUBMISSION (DOCTORAL),0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
PHILO 399.7,SUB-B,FINAL PAPER SUBMISSION (DOCTORAL),0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
PHYED 122,N1,TABLE TENNIS,2,"T-TH 0800-1030
(ONSITE)",TAB TEN AREA,"JANEO, RYAN M.",22,E / F,U,0,-,N,N
PHYED 128,O1,FENCING,2,"T-TH 1230-1500
(ONSITE)",MARTIAL ARTS CE,"JANEO, RYAN M.",22,E / F,U,1,-,N,N
ATMOS 296,COMP,COMPREHENSIVE EXAMINATIONS,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
ATMOS 299.1,THES/DISS,THESIS I,3,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
ATMOS 299.2,THES/DISS,THESIS 2,3,"TBA
(~)",TBA,"TBA, -",50,ENG,G,47,-,N,N
ATMOS 299.4,ODEF,ORAL DEFENSE,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
ATMOS 299.5,RESID,RESIDENCY,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
ATMOS 299.6,SUB-A,FINAL PAPER SUBMISSION,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
ATMOS 299.7,SUB-B,FINAL PAPER SUBMISSION,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
PHYS 25.01,C,"GENERAL PHYSICS I, LECTURE",3,"D 1100-1230
(ONSITE)",F-116,"CULABA, IVAN B.",20,ENG,U,5,-,N,N
PHYS 25.02,KL,"GENERAL PHYSICS I, LABORATORY",1,"M-W-F 1400-1600
(ONSITE)",SEC-C105A,"CULABA, IVAN B.",20,ENG,U,3,-,N,N
PHYS 33.01,D,"ANALYTICAL PHYSICS III, LECTURE",3,"D 1230-1400
(ONSITE)",F-304,"VARGAS, Noel",20,ENG,U,9,-,N,N
PHYS 33.01,D1,"ANALYTICAL PHYSICS III, LECTURE",3,"D 1230-1400
(ONSITE)",F-116,"BLANCAS, PHILIP JORDAN D.",20,ENG,U,0,-,N,N
PHYS 33.01,D2,"ANALYTICAL PHYSICS III, LECTURE",3,"D 1230-1400
(ONSITE)",F-114,"DACANAY, RODSON O.",20,ENG,U,0,-,N,N
PHYS 33.02,JK,"ANALYTICAL PHYSICS III, LABORATORY",1,"M-W-F 1000-1200
(ONSITE)",SEC-C105A,"BLANCAS, PHILIP JORDAN D.",20,ENG,U,0,-,N,N
PHYS 33.02,JK1,"ANALYTICAL PHYSICS III, LABORATORY",1,"M-W-F 1000-1200
(ONSITE)",SEC-C106A,"VARGAS, Noel",20,ENG,U,11,-,N,N
PHYS 33.02,KL,"ANALYTICAL PHYSICS III, LABORATORY",1,"M-W-F 1400-1600
(ONSITE)",SEC-C106A,"DACANAY, RODSON O.",20,ENG,U,-2,-,N,N
PHYS 34.01,D,"ANALYTICAL PHYSICS IV, LECTURE",3,"D 1230-1400
(ONSITE)",F-106,"SOMBILLO, NERIS I.",25,ENG,U,15,-,N,N
PHYS 34.02,L,"ANALYTICAL PHYSICS IV, LABORATORY",1,"M-W-F 1500-1700
(ONSITE)",F-305,"SOMBILLO, NERIS I.",20,ENG,U,10,-,N,N
PHYS 111,B,MATHEMATICAL PHYSICS I,3,"D 0930-1100
(ONSITE)",F-106,"DAILISAN, PATRICIO P.",25,ENG,U,14,-,N,N
PHYS 197,G,PHYSICS IN SOCIETY WITH PRACTICUM,3,"D 1700-1830
(ONSITE)",F-106,"DELA CRUZ, CATHERINE JOY M.",25,ENG,U,7,-,N,N
PHYS 296,COMP,COMPREHENSIVE EXAMINATIONS,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
PHYS 299.1,THES/DISS,THESIS I,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
PHYS 299.2,THES/DISS,THESIS II,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,48,-,N,N
PHYS 299.4,ODEF,ORAL DEFENSE,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
PHYS 299.5,RESID,RESIDENCY,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
PHYS 299.6,SUB-A,FINAL PAPER SUBMISSION,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
PHYS 299.7,SUB-B,FINAL PAPER SUBMISSION,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
PHYS 396,COMP,COMPREHENSIVE EXAMINATIONS,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
PHYS 399.1,THES/DISS,DISSERTATION I,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
PHYS 399.2,THES/DISS,DISSERTATION II,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,47,-,N,N
PHYS 399.4,ODEF,ORAL DEFENSE,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
PHYS 399.5,RESID,RESIDENCY,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
PHYS 399.6,SUB-A,FINAL PAPER SUBMISSION,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
PHYS 399.7,SUB-B,FINAL PAPER SUBMISSION,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
PHYSE 298.1,CAPS,PROJECT I,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
PHYSE 298.2,CAPS,PROJECT II,6,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
POLSC 197,A,DIRECTED STUDY: PRACTICUM,3,"D 0800-0930
(~)",TBA,"QUINTANA, OLIVER JOHN C.",32,ENG,U,1,-,N,N
POLSC 197,A1,DIRECTED STUDY: PRACTICUM,3,"D 0800-0930
(~)",TBA,"DELA CRUZ, Ma. Emille",32,ENG,U,1,-,N,N
POLSC 197,B,DIRECTED STUDY: PRACTICUM,3,"D 0930-1100
(~)",TBA,"BEATO, Beatriz",32,ENG,U,2,-,N,N
POLSC 197,B1,DIRECTED STUDY: PRACTICUM,3,"D 0930-1100
(~)",TBA,"QUINTANA, OLIVER JOHN C.",33,ENG,U,-1,-,N,N
POLSC 197,B2,DIRECTED STUDY: PRACTICUM,3,"D 0930-1100
(~)",TBA,"DELA CRUZ, Ma. Emille",32,ENG,U,1,-,N,N
POLSC 296,COMP,COMPREHENSIVE EXAMINATIONS,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,35,-,N,N
POLSC 297,Z2,PRACTICUM/INTERNSHIP,3,"TUTORIAL 0000-0000
(~)",TBA,"QUINTANA, OLIVER JOHN C.",1,ENG,G,0,-,N,N
POLSC 299.1,THES/DISS,THESIS I,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,48,-,N,N
POLSC 299.2,THES/DISS,THESIS II,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
POLSC 299.4,ODEF,ORAL DEFENSE,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
POLSC 299.5,RESID,RESIDENCY,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
POLSC 299.6,SUB-A,FINAL PAPER SUBMISSION,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
POLSC 299.7,SUB-B,FINAL PAPER SUBMISSION,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
SEAS 101,JK,SOUTHEAST ASIA IN-COUNTRY FIELD STUDY SUMMER PROGRAM,6,"M-W-F 1030-1530
(ONSITE)",SOM 104,"MAGNO, NOTA F.",25,ENG,U,15,*SUMMER SCHOOL ABROAD,N,N
SEAS 103i,K,COMPARATIVE ASEAN HEALTH POLICIES,3,"M-W-F 1300-1530
(ONSITE)",SEC-A118A,"LOPEZ, LESLIE A.",30,ENG,U,1,-,N,N
SEAS 103i,K1,COMPARATIVE ASEAN HEALTH POLICIES,3,"M-W-F 1300-1530
(ONSITE)",CTC 307,"CLAUDIO, JESSICA SANDRA R.",30,ENG,U,0,-,N,N
SEAS 103i,K2,COMPARATIVE ASEAN HEALTH POLICIES,3,"M-W-F 1300-1530
(ONSITE)",CTC 308,"BATANGAN, Dennis",30,ENG,U,1,-,N,N
LEAD 303,Q1Q2,PSYCHOLOGY OF LEADERSHIP,3,"SAT 0830-1230; SAT 1300-1630
(ONSITE)",CORD TRNG RM; CORD TRNG RM,"FRANCO, EDNA P.",15,ENG,G,4,-,N,N
LEAD 396,COMP,COMPREHENSIVE EXAMINATIONS,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,49,-,N,N
LEAD 399.1,THES/DISS,DISSERTATION I,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
LEAD 399.2,THES/DISS,DISSERTATION II,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
LEAD 399.4,ODEF,ORAL DEFENSE,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
LEAD 399.5,RESID,RESIDENCY,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
LEAD 399.6,SUB-A,FINAL PAPER SUBMISSION,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
LEAD 399.7,SUB-B,FINAL PAPER SUBMISSION,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
PSYC 20,A,GENERAL PSYCHOLOGY,3,"D 0800-0930
(ONSITE)",SS EXP PSY LAB,"SY, Janine Michelle",25,ENG,U,5,ALL SLOTS FOR AB PSY MAJORS. ALL SLOTS FOR BS PSY MAJORS.*ALL SLOTS for accepted shiftees,N,N
PSYC 50.06i,O1,DYNAMICS OF GROUPS IN ORGANIZATIONS,3,"T 1230-1530; TH 1230-1700
(ONSITE)",G-304; G-304,"BULILAN, Ed Joseph",30,ENG,U,-1,ALL SLOTS FOR AB PSY MAJORS. ALL SLOTS FOR BS PSY MAJORS.,N,N
PSYC 70.04,K,"RISK, RESILIENCE, AND INTERVENTIONS IN THE YOUTH SECTOR",3,"M-W-F 1300-1530
(ONSITE)",SS EXP PSY LAB,"ALAMPAY, EDITH LIANE P.",30,ENG,U,1,ALL SLOTS FOR AB PSY MAJORS. ALL SLOTS FOR BS PSY MAJORS.,N,N
PSYC 70.06,I,BASIC COUNSELING PRINCIPLES AND TECHNIQUES FOR INDIVIDUAL AND GROUP SETTINGS,3,"M-W-F 0800-1030
(ONSITE)",B-103,"ROXAS, Gilana Kim",30,ENG,U,0,ALL SLOTS FOR AB PSY MAJORS. ALL SLOTS FOR BS PSY MAJORS.,N,N
PSYC 70.09,N1,POSITIVE PSYCHOLOGY,3,"T 0800-1100; TH 0800-1230
(ONSITE)",K-202; K-202,"BORLAGDAN, Hu Liang",30,ENG,U,2,ALL SLOTS FOR AB PSY MAJORS. ALL SLOTS FOR BS PSY MAJORS.,N,N
PSYC 80.18i,N1,DATA ANALYTICS FOR TEXT ANALYSIS,3,"T 0800-1100; TH 0800-1230
(ONSITE)",K-203; K-203,"DELA PAZ, ERWINE S.",30,ENG,U,-1,-,N,N
PSYC 90.01,B,"PSYCHOLOGICAL STATISTICS, LECTURE",3,"D 0930-1100
(ONSITE)",SS-284,"ILAGAN, JONATHAN ROBERT A.",30,ENG,U,5,ALL SLOTS FOR AB PSY MAJORS. ALL SLOTS FOR BS PSY MAJORS.*ALL SLOTS for accepted shiftees,N,N
PSYC 90.02,O1P1,"PSYCHOLOGICAL STATISTICS, LABORATORY",2,"T-TH 1200-1800
(ONSITE)",SS-284,"ILAGAN, JONATHAN ROBERT A.",30,ENG,U,10,ALL SLOTS FOR AB PSY MAJORS. ALL SLOTS FOR BS PSY MAJORS.*ALL SLOTS for accepted shiftees,N,N
PSYC 197,N1,PRACTICUM,3,"T 0800-1200
(ONSITE)",K-201,"NOLASCO, JOCELYN M.",27,ENG,U,0,ALL SLOTS FOR AB PSY MAJORS. ALL SLOTS FOR BS PSY MAJORS.,N,N
PSYC 197,N2,PRACTICUM,3,"TH 0800-1200
(ONSITE)",K-201,"NOLASCO, JOCELYN M.",28,ENG,U,4,ALL SLOTS FOR AB PSY MAJORS. ALL SLOTS FOR BS PSY MAJORS.,N,N
PSYC 197,O1P1,PRACTICUM,3,"T 1300-1700
(ONSITE)",SS EXP PSY LAB,"TEH, LOTA A.",26,ENG,U,8,ALL SLOTS FOR AB PSY MAJORS. ALL SLOTS FOR BS PSY MAJORS.,N,N
PSYC 219.45,P2,SEMINAR IN COUNSELING PSYCHOLOGY: MANAGING STRESS AND DYNAMICS OF WELLBEING,3,"T 1700-2130; TH 1700-2000
(FULLY ONLINE)",TBA; TBA,"LEE-CHUA, QUEENA N.",15,ENG,G,1,-,S,N
PSYC 229.6,Q1,SEMINAR IN HUMAN DEVELOPMENT: TRAUMA AND RECOVERY 2: ADULT,3,"SAT 0900-1200; SAT 1300-1730
(FULLY ONLINE)",TBA; TBA,"LEE-CHUA, QUEENA N.",15,ENG,G,2,-,S,N
PSYC 296,COMP,COMPREHENSIVE EXAMINATIONS,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,24,-,N,N
PSYC 298.66,SUB-A,SUBMISSION OF FINAL CAPSTONE PROJECT,0,"TBA
(~)",TBA,"TBA, -",3,ENG,G,1,-,N,N
PSYC 298,CAPS,CULMINATING PROJECT,3,"TBA
(~)",TBA,"FERNANDEZ, KARINA THERESE G.",2,ENG,G,0,-,N,N
PSYC 298,CAPS2,CULMINATING PROJECT,3,"TBA
(~)",TBA,"ALAMPAY, EDITH LIANE P.",1,ENG,G,0,-,N,N
PSYC 298,CAPS4,CULMINATING PROJECT,3,"TBA
(~)",TBA,"ILAC, EMERALD JAY D.",1,ENG,G,1,-,N,N
PSYC 298,CAPS5,CULMINATING PROJECT,3,"TBA
(~)",TBA,"HECHANOVA, MA. REGINA M.",1,ENG,G,1,-,N,N
PSYC 299.1,THES/DISS,THESIS I,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
PSYC 299.2,THES/DISS,THESIS II,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
PSYC 299.2,THES/DISS1,THESIS II,0,"TBA
(~)",TBA,"DELA PAZ, ERWINE S.",1,ENG,G,0,-,N,N
PSYC 299.4,ODEF,ORAL DEFENSE,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,47,-,N,N
PSYC 299.5,RESID,RESIDENCY,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
PSYC 299.6,SUB-A,FINAL PAPER SUBMISSION,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
PSYC 299.7,SUB-A,FINAL PAPER SUBMISSION,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
PSYC 322.2,Z2,SUPERVISED STUDY II,3,"TBA
(~)",TBA,"MONTIEL, CRISTINA J.",1,ENG,G,0,-,N,N
PSYC 396,COMP,COMPREHENSIVE EXAMINATIONS,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,41,-,N,N
PSYC 399.1,THES/DISS,DISSERTATION I,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
PSYC 399.1,THES/DISS1,DISSERTATION I,0,"TBA
(~)",TBA,"HECHANOVA, MA. REGINA M.",1,ENG,G,0,-,N,N
PSYC 399.2,THES/DISS,DISSERTATION II,0,"TBA
(~)",TBA,"OFRENEO, MIRA ALEXIS P.",2,ENG,G,1,-,N,N
PSYC 399.2,THES/DISS2,DISSERTATION II,0,"TBA
(~)",TBA,"HECHANOVA, MA. REGINA M.",1,ENG,G,0,-,N,N
PSYC 399.4,ODEF,ORAL DEFENSE,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,49,-,N,N
PSYC 399.5,RESID,RESIDENCY,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
PSYC 399.6,SUB-A,FINAL PAPER SUBMISSION,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
